2017-05-25 15:36:48,042 [INFO] webapp.BarcodeView: Barcode added
2017-05-25 15:36:48,045 [INFO] webapp.BarcodeView: Barcode added
2017-05-25 15:36:48,088 [INFO] webapp.barcodevalidator: Barcode is not given when vendor is given
2017-05-25 15:36:48,114 [INFO] webapp.barcodevalidator: End date is given date
2017-05-25 15:36:48,115 [INFO] webapp.barcodevalidator: Barcode is not given when vendor is given
2017-05-25 15:36:48,115 [INFO] webapp.barcodevalidator: Start date is given date
2017-05-25 15:36:48,115 [INFO] webapp.barcodevalidator: End date is given date
2017-05-25 15:36:48,118 [INFO] webapp.barcodevalidator: Start date is given date
2017-05-25 15:36:48,118 [INFO] webapp.barcodevalidator: End date is given date
2017-05-25 15:43:17,400 [INFO] webapp.BarcodeView: Barcode added
2017-05-25 15:43:17,401 [INFO] webapp.BarcodeView: Barcode added
2017-05-25 15:43:17,417 [INFO] webapp.barcodevalidator: Barcode is not given when vendor is given
2017-05-25 15:43:17,424 [INFO] webapp.barcodevalidator: End date is given date
2017-05-25 15:43:17,426 [INFO] webapp.barcodevalidator: Barcode is not given when vendor is given
2017-05-25 15:43:17,426 [INFO] webapp.barcodevalidator: Start date is given date
2017-05-25 15:43:17,426 [INFO] webapp.barcodevalidator: End date is given date
2017-05-25 15:43:17,427 [INFO] webapp.barcodevalidator: Start date is given date
2017-05-25 15:43:17,427 [INFO] webapp.barcodevalidator: End date is given date
2017-05-30 17:44:57,266 [DEBUG] django.db.backends: (0.002) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-31 15:47:57,562 [DEBUG] django.db.backends: (0.000) SELECT COUNT(*) AS `__count` FROM `webapp_token` WHERE (`webapp_token`.`tokenDateTime` BETWEEN '2016-12-31 18:30:00' AND '2017-12-31 18:29:59' AND EXTRACT(MONTH FROM CONVERT_TZ(`webapp_token`.`tokenDateTime`, 'UTC', 'Asia/Calcutta')) = 5 AND EXTRACT(DAY FROM CONVERT_TZ(`webapp_token`.`tokenDateTime`, 'UTC', 'Asia/Calcutta')) = 30); args=(u'2016-12-31 18:30:00', u'2017-12-31 18:29:59', 'Asia/Calcutta', 5, 'Asia/Calcutta', 30)
2017-05-31 15:47:57,563 [DEBUG] django.db.backends: (0.000) SELECT COUNT(*) AS `__count` FROM `webapp_token`; args=()
2017-05-31 15:47:57,571 [DEBUG] django.db.backends: (0.001) SELECT `webapp_token`.`id`, `webapp_token`.`vendor_id`, `webapp_token`.`barcode_id`, `webapp_token`.`tokenDateTime` FROM `webapp_token` WHERE (`webapp_token`.`tokenDateTime` BETWEEN '2016-12-31 18:30:00' AND '2017-12-31 18:29:59' AND EXTRACT(MONTH FROM CONVERT_TZ(`webapp_token`.`tokenDateTime`, 'UTC', 'Asia/Calcutta')) = 5 AND EXTRACT(DAY FROM CONVERT_TZ(`webapp_token`.`tokenDateTime`, 'UTC', 'Asia/Calcutta')) = 30) ORDER BY `webapp_token`.`id` DESC; args=(u'2016-12-31 18:30:00', u'2017-12-31 18:29:59', 'Asia/Calcutta', 5, 'Asia/Calcutta', 30)
2017-05-31 15:47:57,628 [DEBUG] django.db.backends: (0.001) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName` FROM `webapp_vendor` WHERE `webapp_vendor`.`id` = 2; args=(2,)
2017-05-31 15:47:57,630 [DEBUG] django.db.backends: (0.000) SELECT `webapp_barcode`.`id`, `webapp_barcode`.`employeeId`, `webapp_barcode`.`barcodeName`, `webapp_barcode`.`barcode` FROM `webapp_barcode` WHERE `webapp_barcode`.`id` = 1; args=(1,)
2017-05-31 15:47:57,635 [DEBUG] django.db.backends: (0.000) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName` FROM `webapp_vendor` WHERE `webapp_vendor`.`id` = 2; args=(2,)
2017-05-31 15:47:57,638 [DEBUG] django.db.backends: (0.001) SELECT `webapp_barcode`.`id`, `webapp_barcode`.`employeeId`, `webapp_barcode`.`barcodeName`, `webapp_barcode`.`barcode` FROM `webapp_barcode` WHERE `webapp_barcode`.`id` = 1; args=(1,)
2017-05-31 15:47:57,642 [DEBUG] django.db.backends: (0.000) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName` FROM `webapp_vendor` WHERE `webapp_vendor`.`id` = 1; args=(1,)
2017-05-31 15:47:57,644 [DEBUG] django.db.backends: (0.001) SELECT `webapp_barcode`.`id`, `webapp_barcode`.`employeeId`, `webapp_barcode`.`barcodeName`, `webapp_barcode`.`barcode` FROM `webapp_barcode` WHERE `webapp_barcode`.`id` = 2; args=(2,)
2017-05-31 15:47:57,650 [DEBUG] django.db.backends: (0.000) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName` FROM `webapp_vendor` WHERE `webapp_vendor`.`id` = 1; args=(1,)
2017-05-31 15:47:57,651 [DEBUG] django.db.backends: (0.000) SELECT `webapp_barcode`.`id`, `webapp_barcode`.`employeeId`, `webapp_barcode`.`barcodeName`, `webapp_barcode`.`barcode` FROM `webapp_barcode` WHERE `webapp_barcode`.`id` = 2; args=(2,)
2017-05-31 15:47:57,657 [DEBUG] django.db.backends: (0.001) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName` FROM `webapp_vendor` WHERE `webapp_vendor`.`id` = 1; args=(1,)
2017-05-31 15:47:57,660 [DEBUG] django.db.backends: (0.001) SELECT `webapp_barcode`.`id`, `webapp_barcode`.`employeeId`, `webapp_barcode`.`barcodeName`, `webapp_barcode`.`barcode` FROM `webapp_barcode` WHERE `webapp_barcode`.`id` = 1; args=(1,)
2017-05-31 15:47:57,681 [DEBUG] django.db.backends: (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2017-05-31 15:47:57,683 [DEBUG] django.db.backends: (0.000) SELECT VERSION(); args=None
2017-05-31 15:47:57,686 [DEBUG] django.db.backends: (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0no0uu6rfr1hstlo3s3nl1rlrujwpgr' AND `django_session`.`expire_date` > '2017-05-31 10:17:57'); args=('i0no0uu6rfr1hstlo3s3nl1rlrujwpgr', u'2017-05-31 10:17:57')
2017-05-31 15:47:57,687 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-05-31 15:48:00,266 [DEBUG] django.db.backends: (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2017-05-31 15:48:00,267 [DEBUG] django.db.backends: (0.000) SELECT VERSION(); args=None
2017-05-31 15:48:00,272 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0no0uu6rfr1hstlo3s3nl1rlrujwpgr' AND `django_session`.`expire_date` > '2017-05-31 10:18:00'); args=('i0no0uu6rfr1hstlo3s3nl1rlrujwpgr', u'2017-05-31 10:18:00')
2017-05-31 15:48:00,276 [DEBUG] django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-05-31 15:48:00,279 [DEBUG] django.db.backends: (0.000) SELECT COUNT(*) AS `__count` FROM `webapp_token`; args=()
2017-05-31 15:48:00,280 [DEBUG] django.db.backends: (0.001) SELECT COUNT(*) AS `__count` FROM `webapp_token`; args=()
2017-05-31 15:48:00,286 [DEBUG] django.db.backends: (0.001) SELECT `webapp_token`.`id`, `webapp_token`.`vendor_id`, `webapp_token`.`barcode_id`, `webapp_token`.`tokenDateTime` FROM `webapp_token` ORDER BY `webapp_token`.`id` DESC; args=()
2017-05-31 15:48:00,322 [DEBUG] django.db.backends: (0.001) SELECT MAX(`webapp_token`.`tokenDateTime`) AS `last`, MIN(`webapp_token`.`tokenDateTime`) AS `first` FROM `webapp_token`; args=()
2017-05-31 15:48:00,325 [DEBUG] django.db.backends: (0.000) SELECT DISTINCT CAST(DATE_FORMAT(CONVERT_TZ(`webapp_token`.`tokenDateTime`, 'UTC', 'Asia/Calcutta'), '%Y-%m-%d 00:00:00') AS DATETIME) AS `datetimefield` FROM `webapp_token` WHERE (`webapp_token`.`tokenDateTime` BETWEEN '2016-12-31 18:30:00' AND '2017-12-31 18:29:59' AND EXTRACT(MONTH FROM CONVERT_TZ(`webapp_token`.`tokenDateTime`, 'UTC', 'Asia/Calcutta')) = 5 AND `webapp_token`.`tokenDateTime` IS NOT NULL) ORDER BY `datetimefield` ASC; args=('Asia/Calcutta', u'2016-12-31 18:30:00', u'2017-12-31 18:29:59', 'Asia/Calcutta', 5)
2017-05-31 15:48:00,359 [DEBUG] django.db.backends: (0.001) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName` FROM `webapp_vendor` WHERE `webapp_vendor`.`id` = 2; args=(2,)
2017-05-31 15:48:00,365 [DEBUG] django.db.backends: (0.002) SELECT `webapp_barcode`.`id`, `webapp_barcode`.`employeeId`, `webapp_barcode`.`barcodeName`, `webapp_barcode`.`barcode` FROM `webapp_barcode` WHERE `webapp_barcode`.`id` = 1; args=(1,)
2017-05-31 15:48:00,377 [DEBUG] django.db.backends: (0.000) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName` FROM `webapp_vendor` WHERE `webapp_vendor`.`id` = 2; args=(2,)
2017-05-31 15:48:00,380 [DEBUG] django.db.backends: (0.000) SELECT `webapp_barcode`.`id`, `webapp_barcode`.`employeeId`, `webapp_barcode`.`barcodeName`, `webapp_barcode`.`barcode` FROM `webapp_barcode` WHERE `webapp_barcode`.`id` = 1; args=(1,)
2017-05-31 15:48:00,391 [DEBUG] django.db.backends: (0.001) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName` FROM `webapp_vendor` WHERE `webapp_vendor`.`id` = 1; args=(1,)
2017-05-31 15:48:00,395 [DEBUG] django.db.backends: (0.000) SELECT `webapp_barcode`.`id`, `webapp_barcode`.`employeeId`, `webapp_barcode`.`barcodeName`, `webapp_barcode`.`barcode` FROM `webapp_barcode` WHERE `webapp_barcode`.`id` = 2; args=(2,)
2017-05-31 15:48:00,401 [DEBUG] django.db.backends: (0.000) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName` FROM `webapp_vendor` WHERE `webapp_vendor`.`id` = 1; args=(1,)
2017-05-31 15:48:00,404 [DEBUG] django.db.backends: (0.001) SELECT `webapp_barcode`.`id`, `webapp_barcode`.`employeeId`, `webapp_barcode`.`barcodeName`, `webapp_barcode`.`barcode` FROM `webapp_barcode` WHERE `webapp_barcode`.`id` = 2; args=(2,)
2017-05-31 15:48:00,411 [DEBUG] django.db.backends: (0.000) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName` FROM `webapp_vendor` WHERE `webapp_vendor`.`id` = 1; args=(1,)
2017-05-31 15:48:00,414 [DEBUG] django.db.backends: (0.000) SELECT `webapp_barcode`.`id`, `webapp_barcode`.`employeeId`, `webapp_barcode`.`barcodeName`, `webapp_barcode`.`barcode` FROM `webapp_barcode` WHERE `webapp_barcode`.`id` = 1; args=(1,)
2017-05-31 15:48:24,960 [DEBUG] django.db.backends: (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2017-05-31 15:48:24,961 [DEBUG] django.db.backends: (0.001) SELECT VERSION(); args=None
2017-05-31 15:48:24,963 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0no0uu6rfr1hstlo3s3nl1rlrujwpgr' AND `django_session`.`expire_date` > '2017-05-31 10:18:24'); args=('i0no0uu6rfr1hstlo3s3nl1rlrujwpgr', u'2017-05-31 10:18:24')
2017-05-31 15:48:24,966 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-05-31 15:48:24,967 [DEBUG] django.db.backends: (0.000) SELECT COUNT(*) AS `__count` FROM `webapp_token` WHERE `webapp_token`.`tokenDateTime` BETWEEN '2016-12-31 18:30:00' AND '2017-12-31 18:29:59'; args=(u'2016-12-31 18:30:00', u'2017-12-31 18:29:59')
2017-05-31 15:48:24,969 [DEBUG] django.db.backends: (0.000) SELECT COUNT(*) AS `__count` FROM `webapp_token`; args=()
2017-05-31 15:48:24,971 [DEBUG] django.db.backends: (0.000) SELECT `webapp_token`.`id`, `webapp_token`.`vendor_id`, `webapp_token`.`barcode_id`, `webapp_token`.`tokenDateTime` FROM `webapp_token` WHERE `webapp_token`.`tokenDateTime` BETWEEN '2016-12-31 18:30:00' AND '2017-12-31 18:29:59' ORDER BY `webapp_token`.`id` DESC; args=(u'2016-12-31 18:30:00', u'2017-12-31 18:29:59')
2017-05-31 15:48:24,993 [DEBUG] django.db.backends: (0.000) SELECT DISTINCT CAST(DATE_FORMAT(CONVERT_TZ(`webapp_token`.`tokenDateTime`, 'UTC', 'Asia/Calcutta'), '%Y-%m-01 00:00:00') AS DATETIME) AS `datetimefield` FROM `webapp_token` WHERE (`webapp_token`.`tokenDateTime` BETWEEN '2016-12-31 18:30:00' AND '2017-12-31 18:29:59' AND `webapp_token`.`tokenDateTime` BETWEEN '2016-12-31 18:30:00' AND '2017-12-31 18:29:59' AND `webapp_token`.`tokenDateTime` IS NOT NULL) ORDER BY `datetimefield` ASC; args=('Asia/Calcutta', u'2016-12-31 18:30:00', u'2017-12-31 18:29:59', u'2016-12-31 18:30:00', u'2017-12-31 18:29:59')
2017-05-31 15:48:25,016 [DEBUG] django.db.backends: (0.000) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName` FROM `webapp_vendor` WHERE `webapp_vendor`.`id` = 2; args=(2,)
2017-05-31 15:48:25,017 [DEBUG] django.db.backends: (0.000) SELECT `webapp_barcode`.`id`, `webapp_barcode`.`employeeId`, `webapp_barcode`.`barcodeName`, `webapp_barcode`.`barcode` FROM `webapp_barcode` WHERE `webapp_barcode`.`id` = 1; args=(1,)
2017-05-31 15:48:25,023 [DEBUG] django.db.backends: (0.001) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName` FROM `webapp_vendor` WHERE `webapp_vendor`.`id` = 2; args=(2,)
2017-05-31 15:48:25,025 [DEBUG] django.db.backends: (0.000) SELECT `webapp_barcode`.`id`, `webapp_barcode`.`employeeId`, `webapp_barcode`.`barcodeName`, `webapp_barcode`.`barcode` FROM `webapp_barcode` WHERE `webapp_barcode`.`id` = 1; args=(1,)
2017-05-31 15:48:25,032 [DEBUG] django.db.backends: (0.001) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName` FROM `webapp_vendor` WHERE `webapp_vendor`.`id` = 1; args=(1,)
2017-05-31 15:48:25,032 [DEBUG] django.db.backends: (0.000) SELECT `webapp_barcode`.`id`, `webapp_barcode`.`employeeId`, `webapp_barcode`.`barcodeName`, `webapp_barcode`.`barcode` FROM `webapp_barcode` WHERE `webapp_barcode`.`id` = 2; args=(2,)
2017-05-31 15:48:25,039 [DEBUG] django.db.backends: (0.000) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName` FROM `webapp_vendor` WHERE `webapp_vendor`.`id` = 1; args=(1,)
2017-05-31 15:48:25,040 [DEBUG] django.db.backends: (0.000) SELECT `webapp_barcode`.`id`, `webapp_barcode`.`employeeId`, `webapp_barcode`.`barcodeName`, `webapp_barcode`.`barcode` FROM `webapp_barcode` WHERE `webapp_barcode`.`id` = 2; args=(2,)
2017-05-31 15:48:25,046 [DEBUG] django.db.backends: (0.000) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName` FROM `webapp_vendor` WHERE `webapp_vendor`.`id` = 1; args=(1,)
2017-05-31 15:48:25,048 [DEBUG] django.db.backends: (0.000) SELECT `webapp_barcode`.`id`, `webapp_barcode`.`employeeId`, `webapp_barcode`.`barcodeName`, `webapp_barcode`.`barcode` FROM `webapp_barcode` WHERE `webapp_barcode`.`id` = 1; args=(1,)
2017-05-31 15:48:25,071 [DEBUG] django.db.backends: (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2017-05-31 15:48:25,072 [DEBUG] django.db.backends: (0.000) SELECT VERSION(); args=None
2017-05-31 15:48:25,075 [DEBUG] django.db.backends: (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0no0uu6rfr1hstlo3s3nl1rlrujwpgr' AND `django_session`.`expire_date` > '2017-05-31 10:18:25'); args=('i0no0uu6rfr1hstlo3s3nl1rlrujwpgr', u'2017-05-31 10:18:25')
2017-05-31 15:48:25,076 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-05-31 15:48:27,473 [DEBUG] django.db.backends: (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2017-05-31 15:48:27,474 [DEBUG] django.db.backends: (0.001) SELECT VERSION(); args=None
2017-05-31 15:48:27,476 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0no0uu6rfr1hstlo3s3nl1rlrujwpgr' AND `django_session`.`expire_date` > '2017-05-31 10:18:27'); args=('i0no0uu6rfr1hstlo3s3nl1rlrujwpgr', u'2017-05-31 10:18:27')
2017-05-31 15:48:27,479 [DEBUG] django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-05-31 15:48:27,480 [DEBUG] django.db.backends: (0.000) SELECT COUNT(*) AS `__count` FROM `webapp_token`; args=()
2017-05-31 15:48:27,480 [DEBUG] django.db.backends: (0.000) SELECT COUNT(*) AS `__count` FROM `webapp_token`; args=()
2017-05-31 15:48:27,483 [DEBUG] django.db.backends: (0.000) SELECT `webapp_token`.`id`, `webapp_token`.`vendor_id`, `webapp_token`.`barcode_id`, `webapp_token`.`tokenDateTime` FROM `webapp_token` ORDER BY `webapp_token`.`id` DESC; args=()
2017-05-31 15:48:27,506 [DEBUG] django.db.backends: (0.001) SELECT MAX(`webapp_token`.`tokenDateTime`) AS `last`, MIN(`webapp_token`.`tokenDateTime`) AS `first` FROM `webapp_token`; args=()
2017-05-31 15:48:27,507 [DEBUG] django.db.backends: (0.001) SELECT DISTINCT CAST(DATE_FORMAT(CONVERT_TZ(`webapp_token`.`tokenDateTime`, 'UTC', 'Asia/Calcutta'), '%Y-%m-%d 00:00:00') AS DATETIME) AS `datetimefield` FROM `webapp_token` WHERE (`webapp_token`.`tokenDateTime` BETWEEN '2016-12-31 18:30:00' AND '2017-12-31 18:29:59' AND EXTRACT(MONTH FROM CONVERT_TZ(`webapp_token`.`tokenDateTime`, 'UTC', 'Asia/Calcutta')) = 5 AND `webapp_token`.`tokenDateTime` IS NOT NULL) ORDER BY `datetimefield` ASC; args=('Asia/Calcutta', u'2016-12-31 18:30:00', u'2017-12-31 18:29:59', 'Asia/Calcutta', 5)
2017-05-31 15:48:27,529 [DEBUG] django.db.backends: (0.000) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName` FROM `webapp_vendor` WHERE `webapp_vendor`.`id` = 2; args=(2,)
2017-05-31 15:48:27,532 [DEBUG] django.db.backends: (0.000) SELECT `webapp_barcode`.`id`, `webapp_barcode`.`employeeId`, `webapp_barcode`.`barcodeName`, `webapp_barcode`.`barcode` FROM `webapp_barcode` WHERE `webapp_barcode`.`id` = 1; args=(1,)
2017-05-31 15:48:27,538 [DEBUG] django.db.backends: (0.000) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName` FROM `webapp_vendor` WHERE `webapp_vendor`.`id` = 2; args=(2,)
2017-05-31 15:48:27,539 [DEBUG] django.db.backends: (0.001) SELECT `webapp_barcode`.`id`, `webapp_barcode`.`employeeId`, `webapp_barcode`.`barcodeName`, `webapp_barcode`.`barcode` FROM `webapp_barcode` WHERE `webapp_barcode`.`id` = 1; args=(1,)
2017-05-31 15:48:27,545 [DEBUG] django.db.backends: (0.000) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName` FROM `webapp_vendor` WHERE `webapp_vendor`.`id` = 1; args=(1,)
2017-05-31 15:48:27,546 [DEBUG] django.db.backends: (0.000) SELECT `webapp_barcode`.`id`, `webapp_barcode`.`employeeId`, `webapp_barcode`.`barcodeName`, `webapp_barcode`.`barcode` FROM `webapp_barcode` WHERE `webapp_barcode`.`id` = 2; args=(2,)
2017-05-31 15:48:27,552 [DEBUG] django.db.backends: (0.000) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName` FROM `webapp_vendor` WHERE `webapp_vendor`.`id` = 1; args=(1,)
2017-05-31 15:48:27,553 [DEBUG] django.db.backends: (0.000) SELECT `webapp_barcode`.`id`, `webapp_barcode`.`employeeId`, `webapp_barcode`.`barcodeName`, `webapp_barcode`.`barcode` FROM `webapp_barcode` WHERE `webapp_barcode`.`id` = 2; args=(2,)
2017-05-31 15:48:27,559 [DEBUG] django.db.backends: (0.001) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName` FROM `webapp_vendor` WHERE `webapp_vendor`.`id` = 1; args=(1,)
2017-05-31 15:48:27,562 [DEBUG] django.db.backends: (0.001) SELECT `webapp_barcode`.`id`, `webapp_barcode`.`employeeId`, `webapp_barcode`.`barcodeName`, `webapp_barcode`.`barcode` FROM `webapp_barcode` WHERE `webapp_barcode`.`id` = 1; args=(1,)
2017-05-31 15:48:27,582 [DEBUG] django.db.backends: (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2017-05-31 15:48:27,582 [DEBUG] django.db.backends: (0.000) SELECT VERSION(); args=None
2017-05-31 15:48:27,585 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0no0uu6rfr1hstlo3s3nl1rlrujwpgr' AND `django_session`.`expire_date` > '2017-05-31 10:18:27'); args=('i0no0uu6rfr1hstlo3s3nl1rlrujwpgr', u'2017-05-31 10:18:27')
2017-05-31 15:48:27,588 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-05-31 15:48:30,048 [DEBUG] django.db.backends: (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2017-05-31 15:48:30,048 [DEBUG] django.db.backends: (0.000) SELECT VERSION(); args=None
2017-05-31 15:48:30,051 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0no0uu6rfr1hstlo3s3nl1rlrujwpgr' AND `django_session`.`expire_date` > '2017-05-31 10:18:30'); args=('i0no0uu6rfr1hstlo3s3nl1rlrujwpgr', u'2017-05-31 10:18:30')
2017-05-31 15:48:30,052 [DEBUG] django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-05-31 15:48:31,839 [DEBUG] django.db.backends: (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2017-05-31 15:48:31,841 [DEBUG] django.db.backends: (0.000) SELECT VERSION(); args=None
2017-05-31 15:48:31,845 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0no0uu6rfr1hstlo3s3nl1rlrujwpgr' AND `django_session`.`expire_date` > '2017-05-31 10:18:31'); args=('i0no0uu6rfr1hstlo3s3nl1rlrujwpgr', u'2017-05-31 10:18:31')
2017-05-31 15:48:31,848 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-05-31 15:48:31,851 [DEBUG] django.db.backends: (0.001) SELECT COUNT(*) AS `__count` FROM `webapp_vendor`; args=()
2017-05-31 15:48:31,852 [DEBUG] django.db.backends: (0.000) SELECT COUNT(*) AS `__count` FROM `webapp_vendor`; args=()
2017-05-31 15:48:31,859 [DEBUG] django.db.backends: (0.000) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName` FROM `webapp_vendor` ORDER BY `webapp_vendor`.`id` DESC; args=()
2017-05-31 15:48:31,920 [DEBUG] django.db.backends: (0.000) SELECT COUNT(*) AS `__count` FROM `webapp_token` WHERE (`webapp_token`.`vendor_id` = 2 AND `webapp_token`.`tokenDateTime` >= '2017-04-30 18:30:00' AND `webapp_token`.`tokenDateTime` <= '2017-05-31 10:18:31'); args=(2, u'2017-04-30 18:30:00', u'2017-05-31 10:18:31')
2017-05-31 15:48:31,930 [DEBUG] django.db.backends: (0.000) SELECT COUNT(*) AS `__count` FROM `webapp_token` WHERE (`webapp_token`.`vendor_id` = 1 AND `webapp_token`.`tokenDateTime` >= '2017-04-30 18:30:00' AND `webapp_token`.`tokenDateTime` <= '2017-05-31 10:18:31'); args=(1, u'2017-04-30 18:30:00', u'2017-05-31 10:18:31')
2017-05-31 15:48:31,961 [DEBUG] django.db.backends: (0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2017-05-31 15:48:31,963 [DEBUG] django.db.backends: (0.000) SELECT VERSION(); args=None
